Date,Email,Name,Position,Seniority,Location,Studio,Client,Client Tag,Project,Project Tag,Team Name,Engagement,Year,Month,Day,DateDT,ID
17Feb23,valeria.diaz@tec.globant.com,Valeria Díaz,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,2.62,2023,2,17,2023-02-17,9
20Feb23,valeria.diaz@tec.globant.com,Valeria Díaz,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,2.62,2023,2,20,2023-02-20,9
21Feb23,valeria.diaz@tec.globant.com,Valeria Díaz,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,2.62,2023,2,21,2023-02-21,9
22Feb23,valeria.diaz@tec.globant.com,Valeria Díaz,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,2.12,2023,2,22,2023-02-22,9
23Feb23,valeria.diaz@tec.globant.com,Valeria Díaz,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,2.12,2023,2,23,2023-02-23,9
24Feb23,valeria.diaz@tec.globant.com,Valeria Díaz,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,2.12,2023,2,24,2023-02-24,9
27Feb23,valeria.diaz@tec.globant.com,Valeria Díaz,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,0.0,2023,2,27,2023-02-27,9
28Feb23,valeria.diaz@tec.globant.com,Valeria Díaz,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,2.12,2023,2,28,2023-02-28,9
01Mar23,valeria.diaz@tec.globant.com,Valeria Díaz,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,1.63,2023,3,1,2023-03-01,9
02Mar23,valeria.diaz@tec.globant.com,Valeria Díaz,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,1.63,2023,3,2,2023-03-02,9
03Mar23,valeria.diaz@tec.globant.com,Valeria Díaz,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,1.63,2023,3,3,2023-03-03,9
06Mar23,valeria.diaz@tec.globant.com,Valeria Díaz,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,1.63,2023,3,6,2023-03-06,9
01Mar23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,3.62,2023,3,1,2023-03-01,10
02Mar23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,4.07,2023,3,2,2023-03-02,10
03Mar23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,3.52,2023,3,3,2023-03-03,10
06Mar23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,3.37,2023,3,6,2023-03-06,10
07Mar23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,3.32,2023,3,7,2023-03-07,10
08Mar23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,3.27,2023,3,8,2023-03-08,10
09Mar23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,3.72,2023,3,9,2023-03-09,10
10Mar23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,3.17,2023,3,10,2023-03-10,10
13Mar23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,3.02,2023,3,13,2023-03-13,10
14Mar23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,2.97,2023,3,14,2023-03-14,10
15Mar23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,2.92,2023,3,15,2023-03-15,10
16Mar23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,3.37,2023,3,16,2023-03-16,10
17Mar23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,2.82,2023,3,17,2023-03-17,10
21Mar23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,2.67,2023,3,21,2023-03-21,10
22Mar23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,2.57,2023,3,22,2023-03-22,10
23Mar23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,3.02,2023,3,23,2023-03-23,10
24Mar23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,2.47,2023,3,24,2023-03-24,10
27Mar23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,2.32,2023,3,27,2023-03-27,10
28Mar23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,2.27,2023,3,28,2023-03-28,10
29Mar23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,2.22,2023,3,29,2023-03-29,10
30Mar23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,2.67,2023,3,30,2023-03-30,10
31Mar23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,2.12,2023,3,31,2023-03-31,10
03Apr23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,1.97,2023,4,3,2023-04-03,10
04Apr23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,1.92,2023,4,4,2023-04-04,10
05Apr23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,1.87,2023,4,5,2023-04-05,10
06Apr23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,2.32,2023,4,6,2023-04-06,10
10Apr23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,1.63,2023,4,10,2023-04-10,10
11Apr23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,1.63,2023,4,11,2023-04-11,10
12Apr23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,1.63,2023,4,12,2023-04-12,10
13Apr23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,1.97,2023,4,13,2023-04-13,10
14Apr23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,1.63,2023,4,14,2023-04-14,10
17Apr23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,1.63,2023,4,17,2023-04-17,10
18Apr23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,1.63,2023,4,18,2023-04-18,10
19Apr23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,1.63,2023,4,19,2023-04-19,10
20Apr23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,1.63,2023,4,20,2023-04-20,10
21Apr23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,1.63,2023,4,21,2023-04-21,10
24Apr23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,1.63,2023,4,24,2023-04-24,10
25Apr23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,1.63,2023,4,25,2023-04-25,10
26Apr23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,1.63,2023,4,26,2023-04-26,10
27Apr23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,1.63,2023,4,27,2023-04-27,10
28Apr23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,1.63,2023,4,28,2023-04-28,10
29Apr23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,1.63,2023,4,29,2023-04-29,10
02May23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,1.63,2023,5,2,2023-05-02,10
03May23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,1.63,2023,5,3,2023-05-03,10
04May23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,1.63,2023,5,4,2023-05-04,10
05May23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,1.63,2023,5,5,2023-05-05,10
07May23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,1.63,2023,5,7,2023-05-07,10
08May23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,1.63,2023,5,8,2023-05-08,10
09May23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,1.63,2023,5,9,2023-05-09,10
10May23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,1.63,2023,5,10,2023-05-10,10
11May23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,1.63,2023,5,11,2023-05-11,10
12May23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,1.63,2023,5,12,2023-05-12,10
15May23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,1.63,2023,5,15,2023-05-15,10
16May23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,1.63,2023,5,16,2023-05-16,10
17May23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,0.0,2023,5,17,2023-05-17,10
18May23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,0.0,2023,5,18,2023-05-18,10
19May23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,0.0,2023,5,19,2023-05-19,10
22May23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,1.63,2023,5,22,2023-05-22,10
23May23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,1.63,2023,5,23,2023-05-23,10
24May23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,1.63,2023,5,24,2023-05-24,10
25May23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,1.63,2023,5,25,2023-05-25,10
26May23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,1.63,2023,5,26,2023-05-26,10
29May23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,1.63,2023,5,29,2023-05-29,10
30May23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,1.63,2023,5,30,2023-05-30,10
31May23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,1.63,2023,5,31,2023-05-31,10
01Jun23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,1.63,2023,6,1,2023-06-01,10
02Jun23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,1.63,2023,6,2,2023-06-02,10
05Jun23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,1.63,2023,6,5,2023-06-05,10
06Jun23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,1.63,2023,6,6,2023-06-06,10
07Jun23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,1.63,2023,6,7,2023-06-07,10
08Jun23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,1.63,2023,6,8,2023-06-08,10
09Jun23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,1.63,2023,6,9,2023-06-09,10
12Jun23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,1.63,2023,6,12,2023-06-12,10
13Jun23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,1.63,2023,6,13,2023-06-13,10
14Jun23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,1.63,2023,6,14,2023-06-14,10
15Jun23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,1.63,2023,6,15,2023-06-15,10
16Jun23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,1.63,2023,6,16,2023-06-16,10
19Jun23,ana.gomez@tec.globant.com,Ana Gómez,Project Manager,Ssr,CO/CUN/BOG,Delivery,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,1.63,2023,6,19,2023-06-19,10
